0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	1
8	66
9	2654
10	6261
11	5581
12	4528
13	4835
14	4099
15	4788
16	4809
17	2123
18	1819
19	1295
20	928
21	895
22	845
23	896
24	861
25	897
26	869
27	1060
28	1312
29	1659
30	2012
31	2327
32	2587
33	2889
34	3082
35	3212
36	3197
37	3171
38	3116
39	3098
40	2944
41	2810
42	2780
43	2570
44	2452
45	2397
46	2236
47	2133
48	2112
49	2064
50	1880
51	1851
52	1744
53	1744
54	1606
55	1621
56	1538
57	1495
58	1447
59	1427
60	1392
61	1372
62	1386
63	1324
64	1317
65	1216
66	1263
67	1230
68	1186
69	1140
70	1228
71	1162
72	1112
73	1197
74	1120
75	1175
76	1113
77	1112
78	1103
79	1106
80	1112
81	1088
82	1050
83	1044
84	1005
85	1020
86	912
87	874
88	928
89	861
90	878
91	888
92	843
93	875
94	836
95	818
96	862
97	843
98	815
99	846
100	855
101	838
102	1166
103	3482
104	5362
105	1712
106	727
107	693
108	656
109	644
110	627
111	613
112	643
113	589
114	607
115	570
116	584
117	580
118	659
119	1248
120	1291
121	712
122	792
123	657
124	495
125	521
126	500
127	464
128	456
129	484
130	475
131	479
132	438
133	477
134	440
135	414
136	438
137	450
138	414
139	443
140	427
141	410
142	364
143	366
144	388
145	368
146	354
147	369
148	357
149	356
150	346
151	326
152	327
153	339
154	323
155	317
156	322
157	316
158	297
159	325
160	300
161	304
162	302
163	284
164	247
165	277
166	275
167	290
168	243
169	270
170	266
171	254
172	250
173	262
174	252
175	227
176	235
177	244
178	198
179	234
180	224
181	204
182	209
183	189
184	214
185	195
186	178
187	169
188	191
189	180
190	184
191	203
192	188
193	172
194	169
195	170
196	161
197	148
198	144
199	145
200	151
201	150
202	143
203	127
204	149
205	127
206	126
207	125
208	131
209	205
210	968
211	1306
212	267
213	45
214	40
215	43
216	25
217	23
218	27
219	22
220	20
221	31
222	26
223	22
224	19
225	63
226	202
227	166
228	37
229	86
230	32
231	3
232	1
233	1
234	1
235	0
236	2
237	2
238	5
239	0
240	0
241	1
242	1
243	1
244	2
245	0
246	0
247	0
248	1
249	2
250	1
251	1
252	0
253	0
254	1
255	0
256	0
257	1
258	0
259	0
260	1
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	2
272	0
273	1
274	0
275	1
276	0
277	1
278	0
279	0
280	0
281	0
282	0
283	0
284	1
285	0
286	0
287	0
288	1
289	0
290	0
291	0
292	0
293	0
294	1
295	1
296	1
297	1
298	1
299	1
300	1
301	2
302	67
303	2655
304	6262
305	5582
306	4529
307	4836
308	4100
309	4789
310	4810
311	2124
312	1820
313	1296
314	929
315	896
316	846
317	897
318	862
319	898
320	1
321	1
322	1
323	1
324	1
325	1
326	1
327	2
328	67
329	2655
330	6262
331	5582
332	4529
333	4836
334	4100
335	4789
336	4810
337	2124
338	1820
339	1296
340	929
341	896
342	846
343	897
344	862
345	898
346	870
347	1061
348	1313
349	1660
350	2013
351	2328
352	2588
353	2890
354	3083
355	3213
356	3198
357	3172
358	3117
359	3099
360	2945
361	2811
362	2781
363	2571
364	2453
365	2398
366	2237
367	2134
368	2113
369	2065
370	1881
371	1852
372	1745
373	1745
374	1607
375	1622
376	1539
377	1496
378	1448
379	1428
380	1393
381	1373
382	1387
383	1325
384	1318
385	1217
386	1264
387	1231
388	1187
389	1141
390	1229
391	1163
392	1113
393	1198
394	1121
395	1176
396	1114
397	1113
398	1104
399	1107
400	1113
401	1089
402	1051
403	1045
404	1006
405	1021
406	913
407	875
408	929
409	862
410	879
411	889
412	844
413	876
414	837
415	819
416	863
417	844
418	816
419	847
420	856
421	839
422	1167
423	3483
424	5363
425	1713
426	728
427	694
428	657
429	645
430	628
431	614
432	644
433	590
434	608
435	571
436	585
437	581
438	660
439	1249
440	1292
441	713
442	793
443	658
444	496
445	522
446	501
447	465
448	457
449	485
450	476
451	480
452	439
453	478
454	441
455	415
456	439
457	451
458	415
459	444
460	428
461	411
462	365
463	367
464	389
465	369
466	355
467	370
468	358
469	357
470	347
471	327
472	328
473	340
474	324
475	318
476	323
477	317
478	298
479	326
480	301
481	305
482	303
483	285
484	248
485	278
486	276
487	291
488	244
489	271
490	267
491	255
492	251
